requests_per_minute,failed_requests,unique_urls,avg_response_size,method_get,method_post,is_night
13,0,8,824,1,1,0
4,1,4,1080,1,0,0
13,0,5,686,1,0,0
8,0,12,884,1,0,0
9,0,9,822,1,0,0
3,0,7,1484,1,0,0
10,0,2,1114,1,0,0
8,0,10,795,1,0,0
6,0,7,1226,1,0,0
12,0,11,1229,1,1,0
3,0,4,1251,1,0,0
6,0,10,1355,1,0,0
7,0,10,1336,1,0,0
11,1,12,530,1,0,0
8,1,8,1257,1,0,0
6,0,3,790,1,0,0
10,0,7,1357,1,0,0
14,1,10,1492,1,0,0
6,0,4,435,1,0,0
8,0,4,1150,1,0,0
6,0,8,768,1,0,0
7,0,7,499,1,0,0
13,0,12,800,1,1,0
7,0,2,617,1,0,0
14,1,9,983,1,0,0
15,0,9,1396,1,0,0
10,0,11,753,1,0,0
12,0,8,539,1,0,0
6,1,11,500,1,0,0
7,0,8,1225,1,0,0
15,0,7,1086,1,0,0
8,1,6,1075,1,0,0
8,0,9,551,1,0,0
7,0,6,485,1,0,0
11,0,7,1301,1,1,0
8,0,2,570,1,0,0
15,0,9,1209,1,0,0
6,0,10,991,1,0,0
11,0,11,402,1,0,0
5,0,8,466,1,0,0
9,0,9,638,1,0,0
4,0,8,587,1,0,0
8,0,4,1034,1,1,0
10,0,6,1076,1,0,0
14,0,2,782,1,0,0
12,0,5,1431,1,0,0
7,0,5,442,1,0,0
6,0,4,740,1,0,0
5,0,3,865,1,0,0
11,0,7,1309,1,0,0
8,0,7,1133,1,0,0
14,0,3,538,1,0,0
15,0,7,847,1,0,0
5,0,2,1180,1,0,0
15,0,6,1239,1,0,0
15,0,3,657,1,0,0
14,0,11,732,1,0,0
3,0,2,1039,1,0,0
9,0,4,1465,1,0,0
10,0,6,1225,1,0,0
7,0,12,892,1,0,0
13,0,5,851,1,0,0
8,0,5,1072,1,0,0
9,1,2,1283,1,0,0
3,1,9,541,1,0,0
10,0,9,981,1,0,0
4,0,4,711,1,0,0
7,0,12,796,1,0,0
15,0,5,511,1,0,0
8,1,9,633,1,0,0
13,0,2,781,1,0,0
10,0,12,1297,1,0,0
5,0,6,842,1,0,0
15,0,12,1131,1,0,0
5,0,12,488,1,0,0
14,0,6,1020,1,0,0
4,0,4,655,1,0,0
6,0,10,432,1,0,0
13,0,9,1327,1,1,0
13,0,3,1006,1,0,0
5,0,8,1286,1,0,0
10,0,8,1347,1,0,0
14,0,3,526,1,0,0
10,0,2,1045,1,0,0
11,0,8,1064,1,0,0
10,0,12,1134,1,0,0
5,0,11,468,1,0,0
7,0,7,937,1,1,0
7,0,11,904,1,0,0
4,0,10,1090,1,0,0
8,1,3,1085,1,0,0
5,0,9,1205,1,0,0
14,0,3,916,1,0,0
6,0,5,975,1,0,0
8,0,3,556,1,0,0
7,0,10,501,1,0,0
6,0,9,788,1,0,0
13,0,3,725,1,1,0
15,0,6,742,1,0,0
7,0,8,809,1,0,0
8,0,3,1360,1,0,0
15,0,2,485,1,0,0
4,0,5,547,1,0,0
13,0,12,876,1,0,0
11,0,2,1057,1,0,0
6,0,5,537,1,0,0
12,1,4,871,1,0,0
4,0,6,1321,1,0,0
5,0,3,1059,1,0,0
12,0,6,1229,1,1,0
10,0,6,1292,1,0,0
7,0,12,846,1,0,0
6,0,10,1259,1,0,0
7,0,8,1263,1,1,0
5,0,3,1133,1,0,0
11,0,3,1101,1,1,0
5,0,2,808,1,0,0
5,0,2,1389,1,0,0
5,0,4,1388,1,0,0
11,0,3,705,1,0,0
6,0,9,1437,1,0,0
4,0,3,591,1,0,0
13,0,6,536,1,0,0
3,0,3,1286,1,0,0
7,0,6,1454,1,0,0
3,1,6,622,1,0,0
5,0,7,1238,1,1,0
4,0,2,719,1,0,0
4,0,3,455,1,0,0
15,0,6,1007,1,1,0
9,0,3,1412,1,0,0
15,0,5,662,1,0,0
9,0,8,804,1,0,0
10,0,2,1037,1,0,0
14,0,10,515,1,1,0
15,0,5,1247,1,0,0
13,0,3,1350,1,1,0
7,0,4,1186,1,0,0
12,0,12,1029,1,0,0
13,1,11,987,1,0,0
9,0,2,886,1,0,0
13,1,12,923,1,0,0
13,0,5,1435,1,0,0
5,0,8,639,1,0,0
6,0,12,717,1,0,0
3,0,5,742,1,0,0
10,0,9,1270,1,0,0
14,0,12,1431,1,0,0
6,1,8,961,1,0,0
14,0,12,1189,1,0,0
3,0,10,1358,1,0,0
6,0,11,1431,1,0,0
4,0,2,800,1,0,0
15,0,3,1144,1,0,0
4,0,9,825,1,0,0
14,1,5,893,1,0,0
6,0,9,1311,1,0,0
14,0,9,469,1,0,0
15,0,4,762,1,0,0
9,0,9,695,1,1,0
5,0,10,1149,1,0,0
15,0,2,1379,1,0,0
3,0,12,789,1,0,0
12,1,4,1190,1,0,0
5,1,10,1237,1,0,0
10,1,4,519,1,0,0
3,0,6,832,1,0,0
9,0,7,1170,1,0,0
10,0,7,1228,1,0,0
14,0,11,634,1,0,0
10,0,6,791,1,0,0
15,1,10,596,1,0,0
8,1,5,1349,1,0,0
11,0,12,526,1,0,0
6,0,7,1411,1,0,0
15,0,9,1150,1,1,0
3,0,11,1090,1,0,0
9,0,8,700,1,0,0
15,0,11,1058,1,0,0
10,0,2,414,1,0,0
14,0,10,1251,1,0,0
15,0,3,687,1,0,0
5,0,7,971,1,0,0
12,0,4,1461,1,1,0
7,0,5,502,1,0,0
7,0,10,1105,1,0,0
4,0,8,1264,1,0,0
12,0,2,1209,1,0,0
11,0,3,893,1,0,0
8,0,6,1048,1,0,0
5,0,7,800,1,0,0
8,0,2,614,1,0,0
6,0,7,763,1,0,0
13,1,4,692,1,0,0
9,0,7,913,1,0,0
5,0,3,909,1,0,0
9,0,5,645,1,1,0
15,0,11,1042,1,0,0
6,0,11,952,1,0,0
6,0,11,1375,1,0,0
10,0,10,492,1,0,0
13,0,4,485,1,0,0
4,0,2,659,1,0,0
11,0,11,803,1,0,0
12,0,2,1393,1,0,0
7,0,9,1216,1,0,0
6,0,6,1154,1,0,0
11,0,5,411,1,0,0
13,0,12,1041,1,0,0
10,1,11,470,1,1,0
10,0,11,621,1,0,0
3,0,2,1036,1,0,0
6,0,8,1434,1,0,0
11,0,12,778,1,1,0
6,0,9,731,1,0,0
13,1,8,845,1,0,0
10,0,11,1131,1,0,0
8,0,9,601,1,0,0
6,1,2,412,1,0,0
7,0,2,838,1,0,0
7,0,7,1056,1,0,0
4,0,5,1348,1,1,0
12,0,12,503,1,0,0
10,0,4,1207,1,0,0
11,0,11,405,1,0,0
4,0,11,584,1,0,0
3,0,10,553,1,0,0
15,0,2,1354,1,0,0
14,0,6,1275,1,0,0
15,0,10,758,1,0,0
10,0,12,1122,1,0,0
3,0,4,424,1,0,0
14,0,7,843,1,1,0
9,0,10,582,1,0,0
4,0,7,968,1,0,0
4,0,2,567,1,0,0
10,0,8,1222,1,1,0
12,0,8,1147,1,0,0
12,0,8,1418,1,0,0
13,0,2,693,1,0,0
13,0,10,903,1,0,0
9,0,8,1464,1,0,0
4,0,12,1191,1,0,0
4,0,2,819,1,0,0
12,0,3,1442,1,0,0
8,0,6,1079,1,0,0
12,0,8,693,1,0,0
7,0,11,575,1,0,0
6,0,6,1441,1,0,0
5,0,7,566,1,0,0
5,1,7,1333,1,0,0
9,0,7,552,1,0,0
5,0,6,494,1,0,0
10,0,2,537,1,0,0
10,0,8,1375,1,0,0
15,0,11,508,1,1,0
7,0,12,1065,1,0,0
13,0,12,691,1,0,0
4,0,11,477,1,0,0
13,0,3,1050,1,0,0
8,0,10,1458,1,0,0
8,0,9,783,1,1,0
7,0,5,818,1,0,0
3,1,6,1408,1,0,0
6,0,12,459,1,0,0
6,0,3,1450,1,0,0
12,0,12,961,1,0,0
10,0,12,738,1,0,0
6,0,9,1397,1,0,0
6,0,8,1200,1,0,0
13,1,2,1243,1,1,0
4,0,8,1183,1,0,0
8,0,5,677,1,0,0
11,0,3,508,1,0,0
9,0,11,1147,1,0,0
11,0,5,551,1,0,0
8,0,4,1400,1,0,0
11,0,6,1225,1,0,0
5,0,9,660,1,0,0
10,0,11,773,1,0,0
7,0,4,558,1,0,0
9,0,11,1055,1,0,0
13,0,2,1017,1,0,0
3,0,11,1442,1,0,0
9,0,5,760,1,0,0
13,0,2,1183,1,0,0
10,0,8,1335,1,0,0
3,0,11,795,1,0,0
5,0,3,838,1,0,0
11,0,10,427,1,0,0
8,0,4,1227,1,0,0
5,0,3,425,1,0,0
7,1,7,1002,1,0,0
3,1,10,430,1,0,0
4,0,9,1027,1,0,0
8,0,4,1100,1,0,0
6,0,9,1296,1,0,0
7,0,4,704,1,0,0
14,0,8,1413,1,0,0
8,0,7,1368,1,0,0
12,0,3,466,1,0,0
3,1,3,793,1,0,0
6,0,5,828,1,0,0
7,0,8,642,1,0,0
14,0,9,1342,1,0,0
15,0,5,712,1,0,0
11,0,2,1417,1,0,0
5,0,6,678,1,0,0
15,0,2,1178,1,0,0
12,0,10,1128,1,0,0
14,0,9,436,1,0,0
4,1,12,541,1,0,0
15,0,10,867,1,0,0
8,0,9,1085,1,0,0
3,0,3,1478,1,0,0
13,0,9,517,1,0,0
8,0,8,575,1,0,0
5,1,9,560,1,0,0
7,0,5,477,1,1,0
8,0,3,910,1,0,0
12,0,2,593,1,0,0
12,1,4,453,1,0,0
6,0,6,1108,1,0,0
14,0,7,1097,1,0,0
8,0,2,1276,1,0,0
8,0,8,486,1,0,0
9,0,7,1323,1,0,0
14,0,9,1279,1,0,0
6,0,12,993,1,0,0
6,0,10,1192,1,1,0
3,0,8,400,1,1,0
5,0,11,1473,1,0,0
11,0,6,439,1,1,0
12,0,9,1102,1,0,0
5,0,9,787,1,0,0
5,1,7,1469,1,0,0
3,0,3,1439,1,0,0
11,0,3,576,1,0,0
13,0,6,969,1,0,0
6,0,5,909,1,0,0
10,0,9,538,1,0,0
3,0,6,623,1,0,0
11,0,9,448,1,0,0
10,0,7,1231,1,0,0
4,0,10,488,1,0,0
10,0,8,1319,1,0,0
12,0,3,435,1,0,0
14,0,2,1085,1,0,0
9,0,5,803,1,0,0
14,0,4,1103,1,0,0
15,0,12,876,1,0,0
11,0,2,923,1,0,0
14,0,3,716,1,0,0
12,0,10,683,1,0,0
10,0,9,1452,1,0,0
6,0,11,979,1,0,0
10,0,8,700,1,0,0
14,0,5,747,1,0,0
6,0,7,947,1,0,0
8,0,9,815,1,0,0
6,1,6,566,1,0,0
12,0,5,443,1,0,0
6,0,12,1328,1,0,0
14,0,2,475,1,0,0
4,0,4,1147,1,0,0
6,0,11,838,1,0,0
10,0,11,882,1,0,0
10,0,5,493,1,0,0
5,0,12,1297,1,0,0
10,0,2,1076,1,0,0
8,0,7,1081,1,0,0
8,0,9,569,1,0,0
5,0,2,584,1,0,0
9,0,9,834,1,1,0
8,0,5,1418,1,1,0
9,0,8,674,1,0,0
12,0,12,914,1,0,0
12,0,7,660,1,0,0
8,0,12,811,1,0,0
15,0,6,689,1,0,0
15,0,6,1327,1,1,0
12,0,9,870,1,0,0
10,0,6,1074,1,0,0
11,0,5,1369,1,0,0
15,0,7,770,1,1,0
5,0,7,541,1,0,0
10,0,5,1206,1,1,0
15,0,7,1171,1,0,0
15,0,3,467,1,0,0
10,0,12,1015,1,0,0
7,0,7,584,1,0,0
13,0,3,944,1,0,0
4,0,4,598,1,0,0
5,0,2,957,1,0,0
8,0,11,939,1,0,0
10,0,2,895,1,0,0
8,0,2,686,1,0,0
13,0,6,829,1,0,0
14,0,12,850,1,1,0
11,0,7,821,1,0,0
4,0,8,1130,1,0,0
13,0,4,1150,1,0,0
4,0,3,417,1,0,0
8,0,2,1352,1,0,0
7,0,9,695,1,0,0
8,0,2,1023,1,0,0
12,0,8,957,1,1,0
15,0,2,932,1,0,0
15,0,8,1228,1,1,0
13,1,8,938,1,0,0
6,0,2,1466,1,0,0
3,0,9,793,1,0,0
3,0,11,862,1,0,0
10,0,4,603,1,0,0
13,0,2,1201,1,0,0
10,0,10,1169,1,0,0
3,0,9,594,1,0,0
14,0,11,1108,1,0,0
5,0,9,449,1,0,0
12,0,4,1086,1,0,0
3,0,7,783,1,0,0
12,0,6,631,1,0,0
4,0,3,1143,1,0,0
14,0,12,1083,1,0,0
12,0,7,416,1,0,0
10,0,10,1307,1,0,0
12,0,6,1032,1,1,0
7,0,11,1257,1,0,0
5,0,11,887,1,0,0
10,0,3,849,1,0,0
3,1,6,571,1,0,0
13,0,5,957,1,0,0
14,0,3,555,1,0,0
7,0,10,929,1,0,0
3,0,8,447,1,0,0
8,0,8,1052,1,0,0
3,0,9,977,1,0,0
11,1,6,1070,1,0,0
9,0,6,671,1,0,0
4,0,5,1419,1,0,0
13,0,12,431,1,0,0
10,0,2,1153,1,0,0
9,0,6,806,1,0,0
12,0,9,449,1,0,0
15,0,11,541,1,0,0
8,0,7,763,1,0,0
8,0,6,926,1,0,0
15,0,6,1273,1,0,0
15,0,3,1253,1,0,0
8,1,12,1087,1,0,0
10,0,3,663,1,0,0
7,0,6,553,1,0,0
15,0,5,842,1,0,0
15,0,2,1308,1,0,0
15,0,12,526,1,0,0
5,0,7,1163,1,0,0
14,0,12,728,1,0,0
11,0,8,475,1,0,0
9,0,5,1202,1,0,0
9,0,9,1284,1,0,0
15,0,7,1113,1,0,0
4,1,10,1118,1,0,0
4,1,2,1090,1,0,1
6,0,2,772,1,0,1
5,0,1,787,1,0,1
2,0,1,911,1,0,1
1,0,4,938,1,0,1
1,0,5,493,1,0,1
5,0,1,612,1,0,1
1,0,3,826,1,0,1
4,0,5,1082,1,0,1
3,0,2,1094,1,0,1
3,0,3,1470,1,0,1
3,0,2,1266,1,0,1
5,0,5,1035,1,0,1
3,0,5,443,1,0,1
6,1,2,1014,1,0,1
1,0,2,1424,1,0,1
6,0,4,1492,1,0,1
5,0,1,1069,1,0,1
1,0,1,687,1,0,1
4,0,5,1351,1,0,1
5,0,4,1299,1,1,1
1,0,1,1194,1,0,1
5,0,5,1082,1,0,1
3,0,3,1217,1,0,1
2,0,2,1125,1,0,1
2,0,3,931,1,0,1
5,0,5,823,1,0,1
2,0,5,1308,1,0,1
6,0,2,829,1,0,1
4,0,5,1151,1,0,1
6,0,5,408,1,0,1
4,0,4,618,1,0,1
6,0,5,919,1,0,1
2,0,4,1497,1,0,1
1,0,2,1350,1,0,1
4,0,1,1051,1,0,1
6,0,4,893,1,0,1
1,0,5,596,1,0,1
2,0,3,1422,1,0,1
1,0,4,1133,1,0,1
2,0,3,791,1,0,1
1,0,4,712,1,0,1
4,0,2,560,1,0,1
3,1,5,866,1,0,1
4,1,1,859,1,1,1
3,0,2,948,1,0,1
1,0,4,542,1,0,1
6,0,2,1368,1,0,1
1,0,5,1166,1,0,1
3,0,2,1353,1,0,1
1,0,2,763,1,0,1
4,0,1,473,1,0,1
6,1,2,910,1,0,1
2,0,2,417,1,0,1
4,0,2,1038,1,0,1
3,0,1,1250,1,0,1
4,0,4,438,1,1,1
3,0,5,786,1,0,1
5,0,3,876,1,0,1
1,0,5,848,1,0,1
3,0,3,696,1,0,1
5,0,3,1088,1,0,1
3,0,4,1330,1,0,1
2,1,1,470,1,0,1
5,0,4,596,1,1,1
4,0,2,1028,1,1,1
5,0,2,841,1,0,1
4,1,1,619,1,1,1
1,0,4,840,1,0,1
1,0,2,1233,1,1,1
5,0,5,1244,1,0,1
2,0,1,692,1,0,1
6,0,5,1044,1,0,1
2,0,5,454,1,0,1
1,0,5,997,1,0,1
1,0,3,1425,1,0,1
3,0,2,673,1,0,1
1,0,5,807,1,0,1
1,0,4,677,1,0,1
4,0,2,1076,1,0,1
4,0,4,989,1,0,1
3,0,5,489,1,0,1
2,0,5,813,1,0,1
4,0,5,1452,1,1,1
5,1,4,1075,1,0,1
5,0,2,764,1,0,1
3,0,2,1291,1,0,1
3,0,3,1050,1,0,1
5,1,4,433,1,0,1
1,0,5,1107,1,0,1
3,1,1,1233,1,1,1
1,0,2,1064,1,0,1
4,0,3,1444,1,0,1
1,0,3,957,1,0,1
5,0,4,1212,1,0,1
1,0,3,1334,1,0,1
3,0,5,411,1,0,1
6,0,5,451,1,0,1
5,0,3,1100,1,1,1
5,0,3,805,1,0,1
6,0,1,626,1,0,1
3,0,5,844,1,0,1
2,1,5,683,1,0,1
2,1,2,1473,1,0,1
4,0,3,542,1,0,1
4,0,2,449,1,0,1
2,0,4,632,1,0,1
2,0,3,1218,1,1,1
6,0,4,835,1,0,1
6,0,4,892,1,0,1
2,0,2,525,1,0,1
5,0,5,953,1,0,1
4,0,2,948,1,0,1
3,0,2,656,1,0,1
4,0,2,822,1,0,1
1,0,1,1032,1,0,1
3,0,4,405,1,0,1
4,1,4,1015,1,0,1
4,0,5,1256,1,0,1
2,0,4,1284,1,0,1
4,1,4,856,1,0,1
4,0,5,533,1,1,1
6,0,5,1126,1,0,1
6,0,1,531,1,0,1
2,0,2,1310,1,1,1
3,0,1,1189,1,0,1
4,1,5,1231,1,1,1
4,0,1,1078,1,0,1
2,0,5,800,1,0,1
1,0,4,598,1,0,1
3,0,4,970,1,0,1
5,0,2,1087,1,0,1
2,0,3,1040,1,0,1
6,0,1,607,1,0,1
6,0,3,400,1,0,1
5,0,3,1010,1,1,1
2,0,3,823,1,0,1
1,0,4,647,1,0,1
3,0,5,1347,1,0,1
3,0,4,1233,1,0,1
4,0,3,569,1,0,1
3,0,3,1340,1,0,1
2,0,1,1079,1,0,1
3,0,3,616,1,0,1
6,0,4,1345,1,0,1
6,0,5,639,1,0,1
6,0,3,1383,1,0,1
1,0,5,1371,1,0,1
1,0,3,959,1,0,1
6,0,4,422,1,0,1
3,0,4,424,1,0,1
2,0,3,814,1,1,1
6,0,5,720,1,0,1
1,1,5,801,1,0,1
5,0,3,1283,1,1,1
5,0,2,575,1,1,1
4,0,3,1103,1,0,1
2,0,1,1426,1,0,1
4,0,3,1393,1,1,1
1,0,4,466,1,0,1
5,0,1,520,1,0,1
4,0,3,1353,1,0,1
5,0,2,467,1,0,1
6,0,4,908,1,0,1
2,0,3,645,1,0,1
3,0,4,1476,1,0,1
2,0,4,1298,1,0,1
1,0,2,1182,1,0,1
5,0,1,1185,1,0,1
4,0,2,668,1,0,1
1,0,3,1500,1,0,1
4,0,4,1146,1,0,1
5,0,1,1428,1,0,1
1,0,5,421,1,0,1
2,0,2,502,1,0,1
6,0,1,1114,1,0,1
6,0,2,653,1,1,1
1,0,1,962,1,0,1
3,0,5,554,1,0,1
3,0,5,447,1,0,1
1,0,5,612,1,0,1
1,0,2,576,1,0,1
4,0,2,960,1,0,1
3,1,3,933,1,0,1
4,0,3,1258,1,0,1
5,0,2,1267,1,0,1
3,0,4,913,1,0,1
1,0,1,1377,1,1,1
6,0,4,1121,1,0,1
5,0,4,1026,1,0,1
4,0,2,916,1,0,1
2,0,3,628,1,1,1
5,0,1,898,1,0,1
3,0,4,1270,1,0,1
6,0,2,983,1,0,1
6,0,1,457,1,0,1
4,1,4,537,1,0,1
1,1,4,603,1,0,1
6,0,3,565,1,0,1
2,0,1,613,1,0,1
4,0,3,561,1,0,1
6,0,2,1294,1,1,1
6,0,1,656,1,0,1
1,0,1,1330,1,0,1
2,0,4,1218,1,0,1
2,0,3,1465,1,0,1
6,0,3,1458,1,0,1
2,0,4,869,1,0,1
6,0,3,950,1,0,1
6,0,1,532,1,0,1
4,0,4,1020,1,0,1
3,0,4,935,1,0,1
6,0,1,736,1,0,1
2,0,4,592,1,0,1
4,0,3,1067,1,0,1
2,0,2,465,1,0,1
6,0,3,784,1,0,1
1,1,3,1247,1,0,1
3,0,5,607,1,0,1
4,0,5,489,1,1,1
1,0,1,703,1,0,1
2,0,3,964,1,0,1
1,0,3,906,1,0,1
6,0,4,969,1,0,1
4,0,5,450,1,0,1
1,0,4,1139,1,0,1
1,0,2,1387,1,0,1
3,0,2,460,1,0,1
5,0,2,1110,1,1,1
3,0,2,1429,1,0,1
3,0,5,930,1,0,1
5,0,3,1202,1,0,1
2,0,5,1078,1,0,1
6,0,5,590,1,0,1
5,0,5,1337,1,0,1
3,1,2,1473,1,0,1
2,0,3,1041,1,0,1
6,0,5,1489,1,0,1
2,0,5,947,1,0,1
1,0,2,631,1,0,1
3,0,1,1201,1,0,1
1,0,5,1444,1,0,1
6,0,5,707,1,0,1
1,1,2,966,1,0,1
2,1,1,943,1,0,1
2,0,2,801,1,1,1
1,0,4,897,1,0,1
6,0,2,635,1,0,1
1,0,4,628,1,0,1
5,0,4,1390,1,0,1
4,0,4,643,1,0,1
2,0,3,876,1,0,1
5,0,4,409,1,0,1
4,0,3,830,1,0,1
2,0,1,758,1,1,1
6,0,5,1329,1,0,1
5,1,4,917,1,0,1
2,0,3,1494,1,1,1
4,0,1,449,1,0,1
6,0,2,986,1,0,1
5,0,2,1475,1,0,1
2,0,1,1493,1,0,1
6,1,4,680,1,0,1
2,0,5,582,1,0,1
4,0,2,592,1,0,1
1,0,3,507,1,0,1
3,1,1,671,1,0,1
1,0,2,723,1,0,1
4,1,5,702,1,0,1
5,0,3,885,1,0,1
3,0,4,670,1,0,1
2,0,2,844,1,0,1
4,0,5,1348,1,0,1
2,0,2,901,1,0,1
4,0,5,920,1,0,1
3,0,3,1145,1,0,1
1,1,3,1008,1,0,1
3,1,1,554,1,1,1
1,0,2,1472,1,0,1
5,0,3,840,1,0,1
2,0,5,991,1,0,1
2,0,4,1032,1,0,1
4,0,2,1077,1,0,1
5,0,5,495,1,1,1
3,0,5,1024,1,0,1
2,0,1,1245,1,0,1
1,0,2,1111,1,0,1
4,0,1,928,1,0,1
1,0,3,946,1,0,1
5,0,2,486,1,0,1
6,0,5,644,1,0,1
1,0,1,504,1,0,1
3,0,4,429,1,0,1
5,0,5,1497,1,0,1
2,0,4,670,1,0,1
5,0,2,855,1,0,1
4,0,1,1102,1,0,1
1,0,5,1093,1,0,1
3,0,2,1386,1,0,1
3,0,4,1117,1,1,1
1,0,1,1144,1,0,1
6,0,5,1016,1,0,1
6,0,4,1469,1,0,1
4,0,4,690,1,0,1
4,0,5,832,1,0,1
6,0,4,488,1,1,1
3,1,5,786,1,0,1
2,0,3,1073,1,0,1
6,1,4,503,1,0,1
1,0,2,937,1,0,1
3,0,4,846,1,0,1
4,0,4,1464,1,0,1
2,0,3,1145,1,0,1
2,0,2,464,1,0,1
5,0,1,1202,1,0,1
5,0,3,1156,1,0,1
3,0,1,735,1,0,1
4,0,4,665,1,0,1
3,0,5,657,1,1,1
5,0,2,1116,1,0,1
5,0,3,1059,1,0,1
1,0,5,1067,1,0,1
1,1,2,838,1,0,1
5,0,5,1409,1,0,1
5,0,1,434,1,1,1
4,0,4,733,1,1,1
4,0,1,429,1,0,1
1,0,3,1412,1,0,1
4,0,2,777,1,0,1
2,0,5,780,1,0,1
4,0,5,701,1,0,1
6,0,4,759,1,1,1
4,0,4,748,1,0,1
5,0,1,534,1,0,1
2,0,5,747,1,0,1
6,0,3,503,1,0,1
3,0,3,930,1,0,1
6,0,3,417,1,0,1
2,0,2,524,1,0,1
1,0,4,1271,1,0,1
3,0,3,1089,1,0,1
3,0,5,735,1,0,1
4,0,2,829,1,0,1
1,0,2,1467,1,0,1
6,0,3,544,1,0,1
5,0,3,578,1,0,1
3,0,5,718,1,0,1
5,0,4,1253,1,0,1
5,0,1,1143,1,0,1
3,0,3,1201,1,0,1
2,0,5,850,1,0,1
1,0,5,659,1,1,1
1,0,1,704,1,0,1
5,0,3,876,1,0,1
2,0,4,1489,1,0,1
5,1,2,1329,1,0,1
5,0,2,1404,1,0,1
2,0,2,1042,1,0,1
6,0,1,1292,1,0,1
3,0,5,416,1,0,1
6,0,1,609,1,1,1
2,0,3,558,1,0,1
4,0,3,1312,1,0,1
3,0,3,912,1,0,1
2,0,2,464,1,0,1
5,0,3,950,1,0,1
6,1,4,895,1,0,1
4,0,2,724,1,1,1
2,0,2,658,1,0,1
2,0,4,1426,1,0,1
4,0,2,1167,1,0,1
3,0,2,1137,1,0,1
5,0,5,1116,1,0,1
4,0,2,1020,1,0,1
3,0,4,562,1,0,1
1,1,4,1279,1,1,1
1,0,1,822,1,0,1
6,0,5,594,1,0,1
3,0,4,415,1,0,1
4,0,5,671,1,0,1
6,0,5,401,1,0,1
1,0,4,1351,1,1,1
2,0,4,1387,1,0,1
1,0,1,1289,1,0,1
6,0,4,1085,1,0,1
3,0,1,1284,1,0,1
3,0,1,1089,1,0,1
3,0,2,485,1,0,1
6,0,3,1485,1,0,1
4,0,2,916,1,0,1
3,0,3,1166,1,0,1
6,0,5,1148,1,0,1
6,0,3,470,1,1,1
4,0,3,1039,1,0,1
5,1,1,516,1,0,1
6,0,4,969,1,0,1
5,0,3,943,1,0,1
3,0,3,728,1,0,1
6,0,3,601,1,0,1
2,0,2,1093,1,0,1
5,0,2,968,1,0,1
3,0,5,404,1,0,1
3,0,5,1081,1,0,1
5,0,3,1124,1,0,1
3,0,1,818,1,0,1
3,1,5,559,1,0,1
6,0,2,519,1,0,1
4,0,2,1256,1,0,1
2,0,4,1340,1,0,1
5,0,5,1439,1,0,1
5,0,1,1159,1,0,1
6,0,5,1415,1,0,1
4,0,1,728,1,0,1
3,0,2,618,1,0,1
3,0,4,640,1,0,1
4,0,3,973,1,0,1
6,0,4,813,1,0,1
2,0,3,1227,1,0,1
3,0,2,661,1,0,1
5,0,4,1418,1,0,1
2,0,5,537,1,1,1
1,0,3,1109,1,0,1
3,0,4,1404,1,0,1
1,0,3,545,1,0,1
6,0,1,1433,1,0,1
3,0,1,602,1,0,1
1,0,3,777,1,0,1
6,0,2,442,1,0,1
6,0,4,1256,1,0,1
4,0,1,840,1,0,1
3,0,1,1041,1,0,1
1,0,2,1331,1,1,1
2,0,5,1141,1,0,1
3,0,3,1463,1,0,1
6,0,2,1149,1,0,1
6,0,1,1148,1,0,1
4,0,2,981,1,1,1
5,0,3,895,1,0,1
3,0,3,683,1,0,1
6,1,3,1055,1,0,1
1,1,5,808,1,0,1
3,0,4,730,1,0,1
2,0,3,613,1,0,1
6,0,2,931,1,1,1
5,0,3,991,1,0,1
3,0,2,1373,1,0,1
1,0,2,1372,1,0,1
6,0,2,923,1,0,1
5,0,3,880,1,0,1
5,0,1,900,1,0,1
2,0,4,1164,1,0,1
2,0,5,615,1,0,1
3,0,5,1039,1,0,1
2,0,2,498,1,0,1
6,0,2,954,1,0,1
6,0,3,1394,1,0,1
3,0,5,581,1,0,1
4,0,3,1180,1,0,1
6,0,2,565,1,0,1
6,0,1,1310,1,0,1
2,0,2,1419,1,0,1
6,0,1,411,1,0,1
6,0,4,749,1,0,1
4,0,1,611,1,0,1
2,0,1,679,1,0,1
2,0,4,1140,1,0,1
5,0,2,1171,1,0,1
6,0,2,1097,1,0,1
4,0,4,1036,1,0,1
3,0,1,420,1,0,1
5,0,5,1270,1,1,1
2,0,3,700,1,0,1
1,0,4,970,1,0,1
5,0,2,458,1,0,1
3,0,3,1136,1,0,1
6,1,3,471,1,1,1
5,0,2,748,1,0,1
2,0,4,530,1,0,1
1,0,1,1019,1,0,1
5,0,1,1006,1,0,1
5,0,6,1046,1,0,0
14,0,12,743,1,0,0
13,0,9,772,1,0,0
15,0,12,716,1,0,0
10,0,9,680,1,1,0
5,0,6,1025,1,0,0
8,0,12,661,1,1,0
15,0,8,813,1,0,0
7,0,6,683,1,0,0
9,0,12,1472,1,0,0
14,0,4,769,1,0,0
8,0,2,809,1,0,0
5,0,6,501,1,0,0
15,0,9,553,1,0,0
7,0,8,1313,1,0,0
12,0,12,1168,1,0,0
12,0,12,742,1,0,0
9,0,8,1201,1,1,0
14,0,7,1051,1,0,0
4,0,4,509,1,0,0
6,0,11,1165,1,0,0
8,1,8,762,1,0,0
5,0,8,657,1,1,0
9,0,7,931,1,0,0
11,0,2,1201,1,0,0
